model,prompt,evidence,reference,prediction,count
sonnet5,decomposed,short,insufficient_information,prohibited,0
sonnet5,decomposed,short,insufficient_information,not_ai_system,0
sonnet5,decomposed,short,insufficient_information,insufficient_information,0
sonnet5,decomposed,short,insufficient_information,__missing__,0
gemini37f,decomposed,expanded,minimal,minimal,2
gemini37f,decomposed,expanded,minimal,transparency,0
gemini37f,decomposed,expanded,minimal,high,0
gemini37f,decomposed,expanded,minimal,prohibited,0
gemini37f,decomposed,expanded,minimal,not_ai_system,0
gemini37f,decomposed,expanded,minimal,insufficient_information,0
gemini37f,decomposed,expanded,minimal,__missing__,0
gemini37f,decomposed,expanded,transparency,minimal,0
gemini37f,decomposed,expanded,transparency,transparency,1
gemini37f,decomposed,expanded,transparency,high,0
gemini37f,decomposed,expanded,transparency,prohibited,0
gemini37f,decomposed,expanded,transparency,not_ai_system,0
gemini37f,decomposed,expanded,transparency,insufficient_information,0
gemini37f,decomposed,expanded,transparency,__missing__,0
gemini37f,decomposed,expanded,high,minimal,3
gemini37f,decomposed,expanded,high,transparency,0
gemini37f,decomposed,expanded,high,high,4
gemini37f,decomposed,expanded,high,prohibited,1
gemini37f,decomposed,expanded,high,not_ai_system,1
gemini37f,decomposed,expanded,high,insufficient_information,0
gemini37f,decomposed,expanded,high,__missing__,0
gemini37f,decomposed,expanded,prohibited,minimal,0
gemini37f,decomposed,expanded,prohibited,transparency,0
gemini37f,decomposed,expanded,prohibited,high,0
gemini37f,decomposed,expanded,prohibited,prohibited,1
gemini37f,decomposed,expanded,prohibited,not_ai_system,0
gemini37f,decomposed,expanded,prohibited,insufficient_information,0
gemini37f,decomposed,expanded,prohibited,__missing__,0
gemini37f,decomposed,expanded,not_ai_system,minimal,0
gemini37f,decomposed,expanded,not_ai_system,transparency,0
gemini37f,decomposed,expanded,not_ai_system,high,0
gemini37f,decomposed,expanded,not_ai_system,prohibited,0
gemini37f,decomposed,expanded,not_ai_system,not_ai_system,1
gemini37f,decomposed,expanded,not_ai_system,insufficient_information,0
gemini37f,decomposed,expanded,not_ai_system,__missing__,0
gemini37f,decomposed,expanded,insufficient_information,minimal,0
gemini37f,decomposed,expanded,insufficient_information,transparency,0
gemini37f,decomposed,expanded,insufficient_information,high,0
gemini37f,decomposed,expanded,insufficient_information,prohibited,0
gemini37f,decomposed,expanded,insufficient_information,not_ai_system,0
gemini37f,decomposed,expanded,insufficient_information,insufficient_information,0
gemini37f,decomposed,expanded,insufficient_information,__missing__,0
gemini3f,decomposed,expanded,minimal,minimal,2
gemini3f,decomposed,expanded,minimal,transparency,0
gemini3f,decomposed,expanded,minimal,high,0
gemini3f,decomposed,expanded,minimal,prohibited,0
gemini3f,decomposed,expanded,minimal,not_ai_system,0
gemini3f,decomposed,expanded,minimal,insufficient_information,0
gemini3f,decomposed,expanded,minimal,__missing__,0
gemini3f,decomposed,expanded,transparency,minimal,0
gemini3f,decomposed,expanded,transparency,transparency,1
gemini3f,decomposed,expanded,transparency,high,0
gemini3f,decomposed,expanded,transparency,prohibited,0
gemini3f,decomposed,expanded,transparency,not_ai_system,0
gemini3f,decomposed,expanded,transparency,insufficient_information,0
gemini3f,decomposed,expanded,transparency,__missing__,0
gemini3f,decomposed,expanded,high,minimal,0
gemini3f,decomposed,expanded,high,transparency,1
gemini3f,decomposed,expanded,high,high,8
gemini3f,decomposed,expanded,high,prohibited,0
gemini3f,decomposed,expanded,high,not_ai_system,0
gemini3f,decomposed,expanded,high,insufficient_information,0
gemini3f,decomposed,expanded,high,__missing__,0
gemini3f,decomposed,expanded,prohibited,minimal,0
gemini3f,decomposed,expanded,prohibited,transparency,0
gemini3f,decomposed,expanded,prohibited,high,0
gemini3f,decomposed,expanded,prohibited,prohibited,1
gemini3f,decomposed,expanded,prohibited,not_ai_system,0
gemini3f,decomposed,expanded,prohibited,insufficient_information,0
gemini3f,decomposed,expanded,prohibited,__missing__,0
gemini3f,decomposed,expanded,not_ai_system,minimal,0
gemini3f,decomposed,expanded,not_ai_system,transparency,0
gemini3f,decomposed,expanded,not_ai_system,high,0
gemini3f,decomposed,expanded,not_ai_system,prohibited,0
gemini3f,decomposed,expanded,not_ai_system,not_ai_system,1
gemini3f,decomposed,expanded,not_ai_system,insufficient_information,0
gemini3f,decomposed,expanded,not_ai_system,__missing__,0
gemini3f,decomposed,expanded,insufficient_information,minimal,0
gemini3f,decomposed,expanded,insufficient_information,transparency,0
gemini3f,decomposed,expanded,insufficient_information,high,0
gemini3f,decomposed,expanded,insufficient_information,prohibited,0
gemini3f,decomposed,expanded,insufficient_information,not_ai_system,0
gemini3f,decomposed,expanded,insufficient_information,insufficient_information,0
gemini3f,decomposed,expanded,insufficient_information,__missing__,0
gemma27b,decomposed,expanded,minimal,minimal,1
gemma27b,decomposed,expanded,minimal,transparency,0
gemma27b,decomposed,expanded,minimal,high,0
gemma27b,decomposed,expanded,minimal,prohibited,1
gemma27b,decomposed,expanded,minimal,not_ai_system,0
gemma27b,decomposed,expanded,minimal,insufficient_information,0
gemma27b,decomposed,expanded,minimal,__missing__,0
gemma27b,decomposed,expanded,transparency,minimal,0
gemma27b,decomposed,expanded,transparency,transparency,1
gemma27b,decomposed,expanded,transparency,high,0
gemma27b,decomposed,expanded,transparency,prohibited,0
gemma27b,decomposed,expanded,transparency,not_ai_system,0
gemma27b,decomposed,expanded,transparency,insufficient_information,0
gemma27b,decomposed,expanded,transparency,__missing__,0
gemma27b,decomposed,expanded,high,minimal,0
gemma27b,decomposed,expanded,high,transparency,0
gemma27b,decomposed,expanded,high,high,9
gemma27b,decomposed,expanded,high,prohibited,0
gemma27b,decomposed,expanded,high,not_ai_system,0
gemma27b,decomposed,expanded,high,insufficient_information,0
gemma27b,decomposed,expanded,high,__missing__,0
gemma27b,decomposed,expanded,prohibited,minimal,0
gemma27b,decomposed,expanded,prohibited,transparency,0
gemma27b,decomposed,expanded,prohibited,high,0
gemma27b,decomposed,expanded,prohibited,prohibited,1
gemma27b,decomposed,expanded,prohibited,not_ai_system,0
gemma27b,decomposed,expanded,prohibited,insufficient_information,0
gemma27b,decomposed,expanded,prohibited,__missing__,0
gemma27b,decomposed,expanded,not_ai_system,minimal,1
gemma27b,decomposed,expanded,not_ai_system,transparency,0
gemma27b,decomposed,expanded,not_ai_system,high,0
gemma27b,decomposed,expanded,not_ai_system,prohibited,0
gemma27b,decomposed,expanded,not_ai_system,not_ai_system,0
gemma27b,decomposed,expanded,not_ai_system,insufficient_information,0
gemma27b,decomposed,expanded,not_ai_system,__missing__,0
gemma27b,decomposed,expanded,insufficient_information,minimal,0
gemma27b,decomposed,expanded,insufficient_information,transparency,0
gemma27b,decomposed,expanded,insufficient_information,high,0
gemma27b,decomposed,expanded,insufficient_information,prohibited,0
gemma27b,decomposed,expanded,insufficient_information,not_ai_system,0
gemma27b,decomposed,expanded,insufficient_information,insufficient_information,0
gemma27b,decomposed,expanded,insufficient_information,__missing__,0
gpt52,decomposed,expanded,minimal,minimal,2
gpt52,decomposed,expanded,minimal,transparency,0
gpt52,decomposed,expanded,minimal,high,0
gpt52,decomposed,expanded,minimal,prohibited,0
gpt52,decomposed,expanded,minimal,not_ai_system,0
gpt52,decomposed,expanded,minimal,insufficient_information,0
gpt52,decomposed,expanded,minimal,__missing__,0
gpt52,decomposed,expanded,transparency,minimal,0
gpt52,decomposed,expanded,transparency,transparency,1
gpt52,decomposed,expanded,transparency,high,0
gpt52,decomposed,expanded,transparency,prohibited,0
gpt52,decomposed,expanded,transparency,not_ai_system,0
gpt52,decomposed,expanded,transparency,insufficient_information,0
gpt52,decomposed,expanded,transparency,__missing__,0
gpt52,decomposed,expanded,high,minimal,1
gpt52,decomposed,expanded,high,transparency,0
gpt52,decomposed,expanded,high,high,5
gpt52,decomposed,expanded,high,prohibited,1
gpt52,decomposed,expanded,high,not_ai_system,2
gpt52,decomposed,expanded,high,insufficient_information,0
gpt52,decomposed,expanded,high,__missing__,0
gpt52,decomposed,expanded,prohibited,minimal,0
gpt52,decomposed,expanded,prohibited,transparency,0
gpt52,decomposed,expanded,prohibited,high,0
gpt52,decomposed,expanded,prohibited,prohibited,1
gpt52,decomposed,expanded,prohibited,not_ai_system,0
gpt52,decomposed,expanded,prohibited,insufficient_information,0
gpt52,decomposed,expanded,prohibited,__missing__,0
gpt52,decomposed,expanded,not_ai_system,minimal,0
gpt52,decomposed,expanded,not_ai_system,transparency,0
gpt52,decomposed,expanded,not_ai_system,high,0
gpt52,decomposed,expanded,not_ai_system,prohibited,0
gpt52,decomposed,expanded,not_ai_system,not_ai_system,1
gpt52,decomposed,expanded,not_ai_system,insufficient_information,0
gpt52,decomposed,expanded,not_ai_system,__missing__,0
gpt52,decomposed,expanded,insufficient_information,minimal,0
gpt52,decomposed,expanded,insufficient_information,transparency,0
gpt52,decomposed,expanded,insufficient_information,high,0
gpt52,decomposed,expanded,insufficient_information,prohibited,0
gpt52,decomposed,expanded,insufficient_information,not_ai_system,0
gpt52,decomposed,expanded,insufficient_information,insufficient_information,0
gpt52,decomposed,expanded,insufficient_information,__missing__,0
gpt56luna,decomposed,expanded,minimal,minimal,0
gpt56luna,decomposed,expanded,minimal,transparency,1
gpt56luna,decomposed,expanded,minimal,high,1
gpt56luna,decomposed,expanded,minimal,prohibited,0
gpt56luna,decomposed,expanded,minimal,not_ai_system,0
gpt56luna,decomposed,expanded,minimal,insufficient_information,0
gpt56luna,decomposed,expanded,minimal,__missing__,0
gpt56luna,decomposed,expanded,transparency,minimal,0
gpt56luna,decomposed,expanded,transparency,transparency,1
gpt56luna,decomposed,expanded,transparency,high,0
gpt56luna,decomposed,expanded,transparency,prohibited,0
gpt56luna,decomposed,expanded,transparency,not_ai_system,0
gpt56luna,decomposed,expanded,transparency,insufficient_information,0
gpt56luna,decomposed,expanded,transparency,__missing__,0
gpt56luna,decomposed,expanded,high,minimal,2
gpt56luna,decomposed,expanded,high,transparency,1
gpt56luna,decomposed,expanded,high,high,4
gpt56luna,decomposed,expanded,high,prohibited,1
gpt56luna,decomposed,expanded,high,not_ai_system,1
gpt56luna,decomposed,expanded,high,insufficient_information,0
gpt56luna,decomposed,expanded,high,__missing__,0
gpt56luna,decomposed,expanded,prohibited,minimal,0
gpt56luna,decomposed,expanded,prohibited,transparency,0
gpt56luna,decomposed,expanded,prohibited,high,0
gpt56luna,decomposed,expanded,prohibited,prohibited,1
gpt56luna,decomposed,expanded,prohibited,not_ai_system,0
gpt56luna,decomposed,expanded,prohibited,insufficient_information,0
gpt56luna,decomposed,expanded,prohibited,__missing__,0
gpt56luna,decomposed,expanded,not_ai_system,minimal,0
gpt56luna,decomposed,expanded,not_ai_system,transparency,0
gpt56luna,decomposed,expanded,not_ai_system,high,0
gpt56luna,decomposed,expanded,not_ai_system,prohibited,0
gpt56luna,decomposed,expanded,not_ai_system,not_ai_system,1
gpt56luna,decomposed,expanded,not_ai_system,insufficient_information,0
gpt56luna,decomposed,expanded,not_ai_system,__missing__,0
gpt56luna,decomposed,expanded,insufficient_information,minimal,0
gpt56luna,decomposed,expanded,insufficient_information,transparency,0
gpt56luna,decomposed,expanded,insufficient_information,high,0
gpt56luna,decomposed,expanded,insufficient_information,prohibited,0
gpt56luna,decomposed,expanded,insufficient_information,not_ai_system,0
gpt56luna,decomposed,expanded,insufficient_information,insufficient_information,0
gpt56luna,decomposed,expanded,insufficient_information,__missing__,0
gpt56sol,decomposed,expanded,minimal,minimal,2
gpt56sol,decomposed,expanded,minimal,transparency,0
gpt56sol,decomposed,expanded,minimal,high,0
gpt56sol,decomposed,expanded,minimal,prohibited,0
gpt56sol,decomposed,expanded,minimal,not_ai_system,0
gpt56sol,decomposed,expanded,minimal,insufficient_information,0
gpt56sol,decomposed,expanded,minimal,__missing__,0
gpt56sol,decomposed,expanded,transparency,minimal,0
gpt56sol,decomposed,expanded,transparency,transparency,1
gpt56sol,decomposed,expanded,transparency,high,0
gpt56sol,decomposed,expanded,transparency,prohibited,0
gpt56sol,decomposed,expanded,transparency,not_ai_system,0
gpt56sol,decomposed,expanded,transparency,insufficient_information,0
gpt56sol,decomposed,expanded,transparency,__missing__,0
gpt56sol,decomposed,expanded,high,minimal,1
gpt56sol,decomposed,expanded,high,transparency,2
gpt56sol,decomposed,expanded,high,high,3
gpt56sol,decomposed,expanded,high,prohibited,1
gpt56sol,decomposed,expanded,high,not_ai_system,2
gpt56sol,decomposed,expanded,high,insufficient_information,0
gpt56sol,decomposed,expanded,high,__missing__,0
gpt56sol,decomposed,expanded,prohibited,minimal,0
gpt56sol,decomposed,expanded,prohibited,transparency,0
gpt56sol,decomposed,expanded,prohibited,high,0
gpt56sol,decomposed,expanded,prohibited,prohibited,1
gpt56sol,decomposed,expanded,prohibited,not_ai_system,0
gpt56sol,decomposed,expanded,prohibited,insufficient_information,0
gpt56sol,decomposed,expanded,prohibited,__missing__,0
gpt56sol,decomposed,expanded,not_ai_system,minimal,0
gpt56sol,decomposed,expanded,not_ai_system,transparency,0
gpt56sol,decomposed,expanded,not_ai_system,high,0
gpt56sol,decomposed,expanded,not_ai_system,prohibited,0
gpt56sol,decomposed,expanded,not_ai_system,not_ai_system,1
gpt56sol,decomposed,expanded,not_ai_system,insufficient_information,0
gpt56sol,decomposed,expanded,not_ai_system,__missing__,0
gpt56sol,decomposed,expanded,insufficient_information,minimal,0
gpt56sol,decomposed,expanded,insufficient_information,transparency,0
gpt56sol,decomposed,expanded,insufficient_information,high,0
gpt56sol,decomposed,expanded,insufficient_information,prohibited,0
gpt56sol,decomposed,expanded,insufficient_information,not_ai_system,0
gpt56sol,decomposed,expanded,insufficient_information,insufficient_information,0
gpt56sol,decomposed,expanded,insufficient_information,__missing__,0
grok46,decomposed,expanded,minimal,minimal,2
grok46,decomposed,expanded,minimal,transparency,0
grok46,decomposed,expanded,minimal,high,0
grok46,decomposed,expanded,minimal,prohibited,0
grok46,decomposed,expanded,minimal,not_ai_system,0
grok46,decomposed,expanded,minimal,insufficient_information,0
grok46,decomposed,expanded,minimal,__missing__,0
grok46,decomposed,expanded,transparency,minimal,0
grok46,decomposed,expanded,transparency,transparency,1
grok46,decomposed,expanded,transparency,high,0
grok46,decomposed,expanded,transparency,prohibited,0
grok46,decomposed,expanded,transparency,not_ai_system,0
grok46,decomposed,expanded,transparency,insufficient_information,0
grok46,decomposed,expanded,transparency,__missing__,0
grok46,decomposed,expanded,high,minimal,1
grok46,decomposed,expanded,high,transparency,1
grok46,decomposed,expanded,high,high,6
grok46,decomposed,expanded,high,prohibited,1
grok46,decomposed,expanded,high,not_ai_system,0
grok46,decomposed,expanded,high,insufficient_information,0
grok46,decomposed,expanded,high,__missing__,0
grok46,decomposed,expanded,prohibited,minimal,0
grok46,decomposed,expanded,prohibited,transparency,0
grok46,decomposed,expanded,prohibited,high,0
grok46,decomposed,expanded,prohibited,prohibited,1
grok46,decomposed,expanded,prohibited,not_ai_system,0
grok46,decomposed,expanded,prohibited,insufficient_information,0
grok46,decomposed,expanded,prohibited,__missing__,0
grok46,decomposed,expanded,not_ai_system,minimal,0
grok46,decomposed,expanded,not_ai_system,transparency,0
grok46,decomposed,expanded,not_ai_system,high,0
grok46,decomposed,expanded,not_ai_system,prohibited,0
grok46,decomposed,expanded,not_ai_system,not_ai_system,1
grok46,decomposed,expanded,not_ai_system,insufficient_information,0
grok46,decomposed,expanded,not_ai_system,__missing__,0
grok46,decomposed,expanded,insufficient_information,minimal,0
grok46,decomposed,expanded,insufficient_information,transparency,0
grok46,decomposed,expanded,insufficient_information,high,0
grok46,decomposed,expanded,insufficient_information,prohibited,0
grok46,decomposed,expanded,insufficient_information,not_ai_system,0
grok46,decomposed,expanded,insufficient_information,insufficient_information,0
grok46,decomposed,expanded,insufficient_information,__missing__,0
haiku45,decomposed,expanded,minimal,minimal,2
haiku45,decomposed,expanded,minimal,transparency,0
haiku45,decomposed,expanded,minimal,high,0
haiku45,decomposed,expanded,minimal,prohibited,0
haiku45,decomposed,expanded,minimal,not_ai_system,0
haiku45,decomposed,expanded,minimal,insufficient_information,0
haiku45,decomposed,expanded,minimal,__missing__,0
haiku45,decomposed,expanded,transparency,minimal,0
haiku45,decomposed,expanded,transparency,transparency,1
haiku45,decomposed,expanded,transparency,high,0
haiku45,decomposed,expanded,transparency,prohibited,0
haiku45,decomposed,expanded,transparency,not_ai_system,0
haiku45,decomposed,expanded,transparency,insufficient_information,0
haiku45,decomposed,expanded,transparency,__missing__,0
haiku45,decomposed,expanded,high,minimal,3
haiku45,decomposed,expanded,high,transparency,0
haiku45,decomposed,expanded,high,high,4
haiku45,decomposed,expanded,high,prohibited,1
haiku45,decomposed,expanded,high,not_ai_system,0
haiku45,decomposed,expanded,high,insufficient_information,1
haiku45,decomposed,expanded,high,__missing__,0
haiku45,decomposed,expanded,prohibited,minimal,0
haiku45,decomposed,expanded,prohibited,transparency,0
haiku45,decomposed,expanded,prohibited,high,0
haiku45,decomposed,expanded,prohibited,prohibited,1
haiku45,decomposed,expanded,prohibited,not_ai_system,0
haiku45,decomposed,expanded,prohibited,insufficient_information,0
haiku45,decomposed,expanded,prohibited,__missing__,0
haiku45,decomposed,expanded,not_ai_system,minimal,0
haiku45,decomposed,expanded,not_ai_system,transparency,0
haiku45,decomposed,expanded,not_ai_system,high,0
haiku45,decomposed,expanded,not_ai_system,prohibited,0
haiku45,decomposed,expanded,not_ai_system,not_ai_system,1
haiku45,decomposed,expanded,not_ai_system,insufficient_information,0
haiku45,decomposed,expanded,not_ai_system,__missing__,0
haiku45,decomposed,expanded,insufficient_information,minimal,0
haiku45,decomposed,expanded,insufficient_information,transparency,0
haiku45,decomposed,expanded,insufficient_information,high,0
haiku45,decomposed,expanded,insufficient_information,prohibited,0
haiku45,decomposed,expanded,insufficient_information,not_ai_system,0
haiku45,decomposed,expanded,insufficient_information,insufficient_information,0
haiku45,decomposed,expanded,insufficient_information,__missing__,0
kimi25,decomposed,expanded,minimal,minimal,2
kimi25,decomposed,expanded,minimal,transparency,0
kimi25,decomposed,expanded,minimal,high,0
kimi25,decomposed,expanded,minimal,prohibited,0
kimi25,decomposed,expanded,minimal,not_ai_system,0
kimi25,decomposed,expanded,minimal,insufficient_information,0
kimi25,decomposed,expanded,minimal,__missing__,0
kimi25,decomposed,expanded,transparency,minimal,0
kimi25,decomposed,expanded,transparency,transparency,1
kimi25,decomposed,expanded,transparency,high,0
kimi25,decomposed,expanded,transparency,prohibited,0
kimi25,decomposed,expanded,transparency,not_ai_system,0
kimi25,decomposed,expanded,transparency,insufficient_information,0
kimi25,decomposed,expanded,transparency,__missing__,0
kimi25,decomposed,expanded,high,minimal,1
kimi25,decomposed,expanded,high,transparency,0
kimi25,decomposed,expanded,high,high,5
kimi25,decomposed,expanded,high,prohibited,1
kimi25,decomposed,expanded,high,not_ai_system,2
kimi25,decomposed,expanded,high,insufficient_information,0
kimi25,decomposed,expanded,high,__missing__,0
kimi25,decomposed,expanded,prohibited,minimal,0
kimi25,decomposed,expanded,prohibited,transparency,0
kimi25,decomposed,expanded,prohibited,high,0
kimi25,decomposed,expanded,prohibited,prohibited,1
kimi25,decomposed,expanded,prohibited,not_ai_system,0
kimi25,decomposed,expanded,prohibited,insufficient_information,0
kimi25,decomposed,expanded,prohibited,__missing__,0
kimi25,decomposed,expanded,not_ai_system,minimal,0
kimi25,decomposed,expanded,not_ai_system,transparency,0
kimi25,decomposed,expanded,not_ai_system,high,0
kimi25,decomposed,expanded,not_ai_system,prohibited,0
kimi25,decomposed,expanded,not_ai_system,not_ai_system,1
kimi25,decomposed,expanded,not_ai_system,insufficient_information,0
kimi25,decomposed,expanded,not_ai_system,__missing__,0
kimi25,decomposed,expanded,insufficient_information,minimal,0
kimi25,decomposed,expanded,insufficient_information,transparency,0
kimi25,decomposed,expanded,insufficient_information,high,0
kimi25,decomposed,expanded,insufficient_information,prohibited,0
kimi25,decomposed,expanded,insufficient_information,not_ai_system,0
kimi25,decomposed,expanded,insufficient_information,insufficient_information,0
kimi25,decomposed,expanded,insufficient_information,__missing__,0
kimi3,decomposed,expanded,minimal,minimal,2
kimi3,decomposed,expanded,minimal,transparency,0
kimi3,decomposed,expanded,minimal,high,0
kimi3,decomposed,expanded,minimal,prohibited,0
kimi3,decomposed,expanded,minimal,not_ai_system,0
kimi3,decomposed,expanded,minimal,insufficient_information,0
kimi3,decomposed,expanded,minimal,__missing__,0
kimi3,decomposed,expanded,transparency,minimal,0
kimi3,decomposed,expanded,transparency,transparency,1
kimi3,decomposed,expanded,transparency,high,0
kimi3,decomposed,expanded,transparency,prohibited,0
kimi3,decomposed,expanded,transparency,not_ai_system,0
kimi3,decomposed,expanded,transparency,insufficient_information,0
kimi3,decomposed,expanded,transparency,__missing__,0
kimi3,decomposed,expanded,high,minimal,2
kimi3,decomposed,expanded,high,transparency,0
kimi3,decomposed,expanded,high,high,6
kimi3,decomposed,expanded,high,prohibited,1
kimi3,decomposed,expanded,high,not_ai_system,0
kimi3,decomposed,expanded,high,insufficient_information,0
kimi3,decomposed,expanded,high,__missing__,0
kimi3,decomposed,expanded,prohibited,minimal,0
kimi3,decomposed,expanded,prohibited,transparency,0
kimi3,decomposed,expanded,prohibited,high,0
kimi3,decomposed,expanded,prohibited,prohibited,0
kimi3,decomposed,expanded,prohibited,not_ai_system,0
kimi3,decomposed,expanded,prohibited,insufficient_information,0
kimi3,decomposed,expanded,prohibited,__missing__,1
kimi3,decomposed,expanded,not_ai_system,minimal,0
kimi3,decomposed,expanded,not_ai_system,transparency,0
kimi3,decomposed,expanded,not_ai_system,high,0
kimi3,decomposed,expanded,not_ai_system,prohibited,0
kimi3,decomposed,expanded,not_ai_system,not_ai_system,1
kimi3,decomposed,expanded,not_ai_system,insufficient_information,0
kimi3,decomposed,expanded,not_ai_system,__missing__,0
kimi3,decomposed,expanded,insufficient_information,minimal,0
kimi3,decomposed,expanded,insufficient_information,transparency,0
kimi3,decomposed,expanded,insufficient_information,high,0
kimi3,decomposed,expanded,insufficient_information,prohibited,0
kimi3,decomposed,expanded,insufficient_information,not_ai_system,0
kimi3,decomposed,expanded,insufficient_information,insufficient_information,0
kimi3,decomposed,expanded,insufficient_information,__missing__,0
qwen3827b,decomposed,expanded,minimal,minimal,2
qwen3827b,decomposed,expanded,minimal,transparency,0
qwen3827b,decomposed,expanded,minimal,high,0
qwen3827b,decomposed,expanded,minimal,prohibited,0
qwen3827b,decomposed,expanded,minimal,not_ai_system,0
qwen3827b,decomposed,expanded,minimal,insufficient_information,0
qwen3827b,decomposed,expanded,minimal,__missing__,0
qwen3827b,decomposed,expanded,transparency,minimal,0
qwen3827b,decomposed,expanded,transparency,transparency,1
qwen3827b,decomposed,expanded,transparency,high,0
qwen3827b,decomposed,expanded,transparency,prohibited,0
qwen3827b,decomposed,expanded,transparency,not_ai_system,0
qwen3827b,decomposed,expanded,transparency,insufficient_information,0
qwen3827b,decomposed,expanded,transparency,__missing__,0
qwen3827b,decomposed,expanded,high,minimal,1
qwen3827b,decomposed,expanded,high,transparency,1
qwen3827b,decomposed,expanded,high,high,5
qwen3827b,decomposed,expanded,high,prohibited,1
qwen3827b,decomposed,expanded,high,not_ai_system,1
qwen3827b,decomposed,expanded,high,insufficient_information,0
qwen3827b,decomposed,expanded,high,__missing__,0
qwen3827b,decomposed,expanded,prohibited,minimal,0
qwen3827b,decomposed,expanded,prohibited,transparency,0
qwen3827b,decomposed,expanded,prohibited,high,0
qwen3827b,decomposed,expanded,prohibited,prohibited,0
qwen3827b,decomposed,expanded,prohibited,not_ai_system,0
qwen3827b,decomposed,expanded,prohibited,insufficient_information,0
qwen3827b,decomposed,expanded,prohibited,__missing__,1
qwen3827b,decomposed,expanded,not_ai_system,minimal,0
qwen3827b,decomposed,expanded,not_ai_system,transparency,0
qwen3827b,decomposed,expanded,not_ai_system,high,0
qwen3827b,decomposed,expanded,not_ai_system,prohibited,0
qwen3827b,decomposed,expanded,not_ai_system,not_ai_system,1
qwen3827b,decomposed,expanded,not_ai_system,insufficient_information,0
qwen3827b,decomposed,expanded,not_ai_system,__missing__,0
qwen3827b,decomposed,expanded,insufficient_information,minimal,0
qwen3827b,decomposed,expanded,insufficient_information,transparency,0
qwen3827b,decomposed,expanded,insufficient_information,high,0
qwen3827b,decomposed,expanded,insufficient_information,prohibited,0
qwen3827b,decomposed,expanded,insufficient_information,not_ai_system,0
qwen3827b,decomposed,expanded,insufficient_information,insufficient_information,0
qwen3827b,decomposed,expanded,insufficient_information,__missing__,0
qwen38max,decomposed,expanded,minimal,minimal,1
qwen38max,decomposed,expanded,minimal,transparency,0
qwen38max,decomposed,expanded,minimal,high,0
qwen38max,decomposed,expanded,minimal,prohibited,0
qwen38max,decomposed,expanded,minimal,not_ai_system,0
qwen38max,decomposed,expanded,minimal,insufficient_information,0
qwen38max,decomposed,expanded,minimal,__missing__,1
qwen38max,decomposed,expanded,transparency,minimal,0
qwen38max,decomposed,expanded,transparency,transparency,1
qwen38max,decomposed,expanded,transparency,high,0
qwen38max,decomposed,expanded,transparency,prohibited,0
qwen38max,decomposed,expanded,transparency,not_ai_system,0
qwen38max,decomposed,expanded,transparency,insufficient_information,0
qwen38max,decomposed,expanded,transparency,__missing__,0
qwen38max,decomposed,expanded,high,minimal,0
qwen38max,decomposed,expanded,high,transparency,0
qwen38max,decomposed,expanded,high,high,5
qwen38max,decomposed,expanded,high,prohibited,1
qwen38max,decomposed,expanded,high,not_ai_system,0
qwen38max,decomposed,expanded,high,insufficient_information,0
qwen38max,decomposed,expanded,high,__missing__,3
qwen38max,decomposed,expanded,prohibited,minimal,0
qwen38max,decomposed,expanded,prohibited,transparency,0
qwen38max,decomposed,expanded,prohibited,high,0
qwen38max,decomposed,expanded,prohibited,prohibited,1
qwen38max,decomposed,expanded,prohibited,not_ai_system,0
qwen38max,decomposed,expanded,prohibited,insufficient_information,0
qwen38max,decomposed,expanded,prohibited,__missing__,0
qwen38max,decomposed,expanded,not_ai_system,minimal,0
qwen38max,decomposed,expanded,not_ai_system,transparency,0
qwen38max,decomposed,expanded,not_ai_system,high,0
qwen38max,decomposed,expanded,not_ai_system,prohibited,0
qwen38max,decomposed,expanded,not_ai_system,not_ai_system,1
qwen38max,decomposed,expanded,not_ai_system,insufficient_information,0
qwen38max,decomposed,expanded,not_ai_system,__missing__,0
qwen38max,decomposed,expanded,insufficient_information,minimal,0
qwen38max,decomposed,expanded,insufficient_information,transparency,0
qwen38max,decomposed,expanded,insufficient_information,high,0
qwen38max,decomposed,expanded,insufficient_information,prohibited,0
qwen38max,decomposed,expanded,insufficient_information,not_ai_system,0
qwen38max,decomposed,expanded,insufficient_information,insufficient_information,0
qwen38max,decomposed,expanded,insufficient_information,__missing__,0
sonnet46,decomposed,expanded,minimal,minimal,2
sonnet46,decomposed,expanded,minimal,transparency,0
sonnet46,decomposed,expanded,minimal,high,0
sonnet46,decomposed,expanded,minimal,prohibited,0
sonnet46,decomposed,expanded,minimal,not_ai_system,0
sonnet46,decomposed,expanded,minimal,insufficient_information,0
sonnet46,decomposed,expanded,minimal,__missing__,0
sonnet46,decomposed,expanded,transparency,minimal,0
sonnet46,decomposed,expanded,transparency,transparency,1
sonnet46,decomposed,expanded,transparency,high,0
sonnet46,decomposed,expanded,transparency,prohibited,0
sonnet46,decomposed,expanded,transparency,not_ai_system,0
sonnet46,decomposed,expanded,transparency,insufficient_information,0
sonnet46,decomposed,expanded,transparency,__missing__,0
sonnet46,decomposed,expanded,high,minimal,0
sonnet46,decomposed,expanded,high,transparency,0
sonnet46,decomposed,expanded,high,high,8
sonnet46,decomposed,expanded,high,prohibited,1
sonnet46,decomposed,expanded,high,not_ai_system,0
sonnet46,decomposed,expanded,high,insufficient_information,0
sonnet46,decomposed,expanded,high,__missing__,0
