sample_id,condition,model,run,steps,pilot,risk_tier,rationale,source_file,split,sampling_stratum,split_expert,year,title,L1_art5_prohibited,L3_annex_i_product,L2_annex_iii_domain,L4_art6_3_derogation,L5_profiling_override,L6_art50_transparency,FINAL_risk_tier,confidence_1to3,consulted_full_page,notes,description,aiid_url
S140,naive,kimi3,1,,False,transparency,"The incident concerns alleged use of a generative LLM research tool to produce report content, which falls under transparency obligations for AI-generated content rather than a high-risk or prohibited practice.",naive_kimi3_run1_heldout.json,heldout,critical_infrastructure,heldout,2025,KPMG Report Allegedly Included Hallucinated Citations and Inaccurate Agentic AI Case Studies,no,unclear,unclear,unclear,unclear,unclear,insufficient_information,2,no,"AI involvement and the specific system were not confirmed, so the function and deployment context cannot be classified reliably.","In October 2025, KPMG published ""Total Experience: Redefining Excellence in the Age of Agentic AI."" GPTZero later reported that only five of 45 citations accurately matched their sources, while others contained flawed details. The pattern reportedly suggested an unverified LLM research tool, but the system and extent of AI involvement remain unconfirmed.",https://incidentdatabase.ai/cite/1563
S001,naive,qwen3827b,1,,False,insufficient_information,"The record only identifies a warehouse robot that punctured a bear spray can, without describing identifiable AI capabilities or functionality within the meaning of the EU AI Act.",naive_qwen3827b_run1_dev.json,dev,employment,dev,2018,Warehouse robot ruptures can of bear spray and injures workers,no,no,none,not_applicable,not_applicable,no,minimal,2,no,"The warehouse robot is treated as inferential machinery, but ordinary industrial robots are normally self-certifying and no self-evolving AI safety function is described.",Twenty-four Amazon workers in New Jersey were hospitalized after a robot punctured a can of bear repellent spray in a warehouse.,https://incidentdatabase.ai/cite/2
S024,naive,qwen3827b,1,,False,not_ai_system,"The record describes learning-management-system activity logs and an internal analysis/investigation process, not a machine-based inferential system that is clearly an AI system under the EU AI Act.",naive_qwen3827b_run1_dev.json,dev,education,dev,2021,Dartmouth's Geisel School of Medicine Reportedly Used Canvas Activity Logs to Accuse Students of Cheating,no,no,none,not_applicable,not_applicable,no,not_ai_system,2,no,"The record identifies Canvas activity logs and a human internal analysis, but no system that inferred an output; the students' intent was inferred by people.","Dartmouth's Geisel School of Medicine reportedly used Canvas learning-management activity logs and an internal analysis process to investigate remote-exam cheating during the 2020–2021 academic year. Seventeen medical students were charged after the school inferred that they accessed course materials during exams, but students and outside technical reviewers said automated Canvas activity may have been misread as intentional misconduct. Dartmouth later dropped the charges.",https://incidentdatabase.ai/cite/302
S069,naive,qwen3827b,1,,False,transparency,The use of generative AI tools to create synthetic text and media for publicly disseminated fake news triggers EU AI Act transparency and disclosure obligations rather than a prohibited or high-risk classification on the facts provided.,naive_qwen3827b_run1_dev.json,dev,migration,dev,2024,American Asylum Seeker John Mark Dougan in Russia Reportedly Spreads Disinformation via AI Tools and Fake News Network,yes,no,none,not_applicable,not_applicable,yes,prohibited,3,no,"The operator configured generative tools to build a large deceptive fake-news network intended to manipulate public opinion, with likely significant democratic harm.","John Mark Dougan, a former Florida sheriff's deputy granted asylum in Russia, has been implicated in spreading disinformation. Utilizing AI tools like OpenAI's ChatGPT and DALL-E 3, Dougan created over 160 fake news sites, disseminating false narratives to millions worldwide. His actions align with Russian disinformation strategies targeting Western democracies. See also Incident 734.",https://incidentdatabase.ai/cite/701
S093,naive,qwen3827b,1,,False,transparency,"The incident involves AI-generated synthetic influencer content posing as medical professionals, which is primarily subject to EU AI Act transparency and synthetic-content disclosure obligations rather than an expressly prohibited or high-risk use.",naive_qwen3827b_run1_dev.json,dev,control_pool,dev,2025,AI-Generated OB-GYN Health Influencers on TikTok Used Fake Medical Credentials to Promote Dubious Advice,yes,no,none,not_applicable,not_applicable,yes,prohibited,3,no,"The synthetic influencers were configured with fake medical credentials to deceive viewers into relying on dubious health advice, with likely significant harm.","AI-generated avatars posing as OB-GYNs on TikTok, part of the so-called, crudely termed ""Coochie Doctor"" trend, have been falsely claiming years of experience while promoting dubious health advice. Many, including an avatar named ""Violet,"" were created using the Captions app, which generates scripted AI influencers.",https://incidentdatabase.ai/cite/976
S117,naive,qwen3827b,1,,False,transparency,"The incident involves an AI-generated news article presented as factual, which under the EU AI Act triggers transparency obligations to disclose that the content is artificially generated or manipulated.",naive_qwen3827b_run1_dev.json,dev,control_pool,dev,2025,NTB Report on Telenor Security Findings Was Withdrawn After AI Tool Allegedly Introduced Fabricated Quotes,no,no,none,not_applicable,not_applicable,yes,transparency,3,no,Fabricated quotes are an ordinary generative failure rather than evidence that the system was configured to manipulate; the output is synthetic text.,"NTB allegedly published a news story about Telenor's annual security report that contained purportedly AI-generated errors, including five reportedly fabricated quotes and a nonexistent ""security director."" The article was reportedly created with an external AI tool and was withdrawn the same morning. Telenor alerted NTB to the inaccuracies, and NTB apologized, citing improper AI use and initiating internal review of its newsroom practices.",https://incidentdatabase.ai/cite/1265
S144,naive,qwen3827b,1,,False,minimal,"The record describes an AI-powered administrative workflow or paperwork tool used in utilization review, without evidence that it performs a prohibited, high-risk, or transparency-specific function under the EU AI Act.",naive_qwen3827b_run1_dev.json,dev,employment,dev,2026,Purportedly AI-Powered Software Allegedly Used to Replace Montefiore Hospital Utilization-Review Nurses Despite Contractual AI Safeguards,no,no,none,not_applicable,not_applicable,no,minimal,2,no,"The record describes nonclinical paperwork automation, not a medical device or an AI system deciding recruitment, termination, task allocation, or worker monitoring.",Montefiore Hospital in New York reportedly laid off 12 utilization-review nurses after changing the department's workflow and introducing AI-powered software. The nurses' union alleged that the technology replaced their work and violated contractual protections governing AI. Montefiore disputed that account and described the changes as part of a nonclinical paperwork program.,https://incidentdatabase.ai/cite/1593
S006,naive,qwen3827b,1,,False,high,An automated public-welfare debt assessment system that issues notices affecting welfare benefits is likely a high-risk AI system under the EU AI Act's public assistance benefit eligibility/recovery category.,naive_qwen3827b_run1_heldout.json,heldout,essential_services,heldout,2015,Australian Automated Debt Assessment System Issued False Notices to Thousands,no,no,essential_services,does_not_apply,yes,no,high,3,yes,,"Australian Department of Human Services (DHS)’s automated debt assessment system issued false or incorrect debt notices to hundreds of thousands of people, resulting in years-long lawsuits and damages to welfare recipients.",https://incidentdatabase.ai/cite/57
S010,naive,qwen3827b,1,,False,prohibited,The described facial recognition system that detects individuals by race constitutes prohibited biometric categorization for inferring sensitive characteristics under the EU AI Act.,naive_qwen3827b_run1_heldout.json,heldout,biometrics,heldout,2018,"Chinese Tech Firms Allegedly Developed Facial Recognition to Identify People by Race, Targeting Uyghur Muslims",yes,no,biometrics,not_applicable,not_applicable,yes,prohibited,3,yes,Race is in the exhaustive Article 5(1)(g) list; the system categorises people from facial biometrics.,"Various Chinese firms were revealed by patent applications to have developed facial recognition capable of detecting people by race, which critics feared would enable persecution and discrimination of Uyghur Muslims.",https://incidentdatabase.ai/cite/107
S011,naive,qwen3827b,1,,False,prohibited,"PimEyes is described as a facial-recognition AI service that searches matching facial images across the internet, which corresponds to the EU AI Act’s prohibition on untargeted scraping of facial images from the internet to create or use facial recognition databases.",naive_qwen3827b_run1_heldout.json,heldout,biometrics,heldout,2017,PimEyes's Facial Recognition AI Allegedly Lacked Safeguards to Prevent Itself from Being Abused,no,no,biometrics,does_not_apply,no,no,high,3,yes,"The record shows facial search, but not the untargeted scraping needed to establish Article 5(1)(e).","PimEyes offered its subscription-based AI service to anyone in the public to search for matching facial images across the internet, which critics said lacked public oversight and government rules to prevent itself from misuse such as stalking women.",https://incidentdatabase.ai/cite/109
S014,naive,qwen3827b,1,,False,not_ai_system,"The described ad-blocking approach relied on simple keyword lists rather than AI, so it is not an AI system under the EU AI Act.",naive_qwen3827b_run1_heldout.json,heldout,control_pool,heldout,2020,"Brand Safety Tech Firms Falsely Claimed Use of AI, Blocking Ads Using Simple Keyword Lists",no,no,none,not_applicable,not_applicable,no,not_ai_system,3,yes,"The record describes simple keyword lists, a deterministic process with no inferential element.","Brand safety tech firms falsely claimed use of AI, blocking ads using simple keyword lists.",https://incidentdatabase.ai/cite/136
S020,naive,qwen3827b,1,,False,minimal,"The AI cameras are used for wildlife poacher detection in a conservation setting, which is not a prohibited, high-risk, or transparency-specific use under the EU AI Act.",naive_qwen3827b_run1_heldout.json,heldout,control_pool,heldout,2020,Poachers Evaded AI Cameras and Killed Four Rhinos,no,no,none,not_applicable,not_applicable,no,minimal,2,yes,"Anti-poaching detection by a wildlife authority is commonly treated as law-enforcement use, but Annex III 6 is a closed list (victim risk, polygraphs, evidence reliability, reoffending risk, investigative profiling).",AI cameras installed by Ezemvelo KZN Wildlife failed to detect poachers when four dehorned rhino carcasses were found.,https://incidentdatabase.ai/cite/219
S033,naive,qwen3827b,1,,False,prohibited,"The use of Clearview AI’s facial recognition database, built from untargeted scraping of facial images, is prohibited under the EU AI Act’s ban on untargeted facial-image scraping for facial recognition databases.",naive_qwen3827b_run1_heldout.json,heldout,biometrics,heldout,2020,Finnish Police Were Reportedly Reprimanded After National Bureau of Investigation Unit Allegedly Used Clearview AI to Identify Potential Abuse Victims,no,no,biometrics,does_not_apply,no,no,high,3,no,"The police use was retrospective identification of abuse victims, not real-time identification in public space; the record does not establish untargeted scraping by the incident deployer.",Finland's Deputy Data Protection Ombudsman reportedly reprimanded the National Police Board after a National Bureau of Investigation child sexual exploitation unit allegedly used Clearview AI in late 2019 or early 2020 to identify potential child sexual abuse victims. Four NBI users reportedly made about 120 searches during a free trial without controller approval or prior assessment of how uploaded biometric data would be handled.,https://incidentdatabase.ai/cite/412
S058,naive,qwen3827b,1,,False,high,The incident describes an industrial robot whose failure to distinguish a human from boxes makes it a high-risk AI system under the Act’s machinery safety-category.,naive_qwen3827b_run1_heldout.json,heldout,employment,heldout,2023,Stacking robot fatally crushes employee in South Korea,no,no,none,not_applicable,not_applicable,no,minimal,3,no,A general industrial stacking robot is normally self-certifying; the record does not show a self-evolving AI safety function requiring third-party assessment.,An industrial robot is reported to have crushed a man to death in South Korea when it failed to differentiate the man from the boxes of produce it was handling.,https://incidentdatabase.ai/cite/599
S066,naive,qwen3827b,1,,False,transparency,"The AI-generated deepfake is primarily subject to the EU AI Act's transparency obligations for synthetic deepfake content, and the record does not establish a prohibited or high-risk use.",naive_qwen3827b_run1_heldout.json,heldout,justice_democracy,heldout,2024,Deepfake Generated by the Lincoln Project of Trump's Father Used in Political Attack Ad,no,no,justice_democracy,does_not_apply,no,yes,high,3,no,"The same political actor developed and deployed the synthetic media to influence voters, so the election-use rule is satisfied.","The Lincoln Project used AI to create a deepfake video of Donald Trump's deceased father criticizing him. Although they made it clear that the video was a deepfake, the deeply personal nature of the attack represents a corrosive use of artificial intelligence in undermining democratic norms during an election cycle.",https://incidentdatabase.ai/cite/664
S072,naive,qwen3827b,1,,False,prohibited,"The reported AI use to deceptively coerce vulnerable individuals into trafficking and financial fraud constitutes a manipulative or deceptive practice causing significant harm, which is prohibited under the EU AI Act.",naive_qwen3827b_run1_heldout.json,heldout,control_pool,heldout,2024,Cartels Reportedly Using AI to Expand Operations into Financial Fraud and Human Trafficking,unclear,unclear,unclear,unclear,unclear,unclear,insufficient_information,1,no,"The row refers generally to cartels using AI but does not identify a concrete system, inferential function, or deployment context.","The Jalisco New Generation Cartel is reportedly using AI to expand its financial fraud and human trafficking operations, coercing individuals into illegal activities under the guise of legitimate jobs. INTERPOL warns that this integration of AI into criminal enterprises is a growing trend among cartels across Europe, Asia, and Africa as well.",https://incidentdatabase.ai/cite/725
S088,naive,qwen3827b,1,,False,prohibited,The use of AI-generated personas to deceive and manipulate victims into financial harm constitutes a prohibited manipulative AI practice under the EU AI Act.,naive_qwen3827b_run1_heldout.json,heldout,law_enforcement,heldout,2025,"Hong Kong Authorities Seize HK$34M in Alleged Deepfake Scam Targeting Victims in Taiwan, Singapore, and Malaysia",no,no,none,not_applicable,not_applicable,yes,transparency,2,no,The synthetic identities and media were deployed to deceive victims into severe romance and investment losses.,"Hong Kong police arrested 31 people linked to a deepfake scam syndicate that allegedly defrauded victims in Taiwan, Singapore, and Malaysia. The group used AI-generated images to impersonate wealthy women, training recruits to discuss luxury lifestyles, finance, and cryptocurrency to gain trust. Scammers reportedly persuaded victims to invest in fraudulent schemes, with police intercepting HK$34 million in illicit proceeds.",https://incidentdatabase.ai/cite/921
S106,naive,qwen3827b,1,,False,transparency,"The described large-language-model peer-review tool is not a prohibited or Annex III high-risk system, but as a generative AI text system it falls under the Act’s transparency obligations.",naive_qwen3827b_run1_heldout.json,heldout,education,heldout,2025,Preprints Reportedly from Researchers from Multiple Universities Allegedly Contain Covert AI Prompts,yes,no,none,not_applicable,not_applicable,yes,prohibited,2,no,"Hidden prompts deliberately configured AI review tools to produce favourable assessments, a deceptive technique capable of materially distorting academic decisions.","Hidden prompts reportedly were discovered in at least 17 academic preprints on arXiv that purportedly instructed AI tools to deliver only positive peer reviews. The lead authors are reportedly affiliated with 14 institutions in eight countries, including Waseda University, KAIST, Peking University, and the University of Washington. The alleged concealed instructions, some of which were reportedly embedded using white text or tiny fonts, were purportedly intended to influence any reviewers who rely on AI tools.",https://incidentdatabase.ai/cite/1135
S110,naive,qwen3827b,1,,False,high,"Med-Gemini is a healthcare AI model capable of generating diagnostic content, placing it within the high-risk medical AI category under the EU AI Act.",naive_qwen3827b_run1_heldout.json,heldout,control_pool,heldout,2024,Google Healthcare AI Model Med‑Gemini Allegedly Produces Non‑Existent 'Basilar Ganglia' Term in Published Output,no,unclear,none,not_applicable,not_applicable,yes,transparency,2,no,The record does not establish whether Med-Gemini was put into service as medical-device software; the invented term is synthetic text and an ordinary model error.,"Google’s Med‑Gemini healthcare AI reportedly produced the non‑existent term ""basilar ganglia"" in public launch materials, conflating two distinct brain structures. The error reportedly appeared in both a blog post and an arXiv preprint. Google is reported to have initially edited the blog without acknowledgment, later calling it a typo.",https://incidentdatabase.ai/cite/1164
S113,naive,qwen3827b,1,,False,high,"The record describes an LLM-powered cyberattack targeting Ukrainian government and national cybersecurity systems, placing it in the high-risk category due to its use against critical infrastructure and public-sector systems.",naive_qwen3827b_run1_heldout.json,heldout,control_pool,heldout,2025,LAMEHUG Malware Reportedly Integrates Large Language Model for Real-Time Command Generation in a Purported APT28-Linked Cyberattack,no,no,none,not_applicable,not_applicable,yes,transparency,3,no,"The LLM inferred and generated command text, but the intended malicious use is not an Annex III law-enforcement use and does not distort a natural person's decision-making.","Ukraine's CERT-UA and Cato CTRL reported LAMEHUG, the first known malware to integrate a large language model (Qwen2.5-Coder-32B-Instruct via Hugging Face) for real-time command generation. Attributed with moderate confidence to APT28 (Fancy Bear), the malware reportedly targeted Ukrainian officials through phishing emails. The LLM is reported to have dynamically generated reconnaissance and data-exfiltration commands executed on infected systems.",https://incidentdatabase.ai/cite/1220
S140,naive,qwen3827b,1,,False,insufficient_information,The record reports alleged hallucinated citations and possible LLM involvement but does not confirm an identifiable AI system or its specific role.,naive_qwen3827b_run1_heldout.json,heldout,critical_infrastructure,heldout,2025,KPMG Report Allegedly Included Hallucinated Citations and Inaccurate Agentic AI Case Studies,no,unclear,unclear,unclear,unclear,unclear,insufficient_information,2,no,"AI involvement and the specific system were not confirmed, so the function and deployment context cannot be classified reliably.","In October 2025, KPMG published ""Total Experience: Redefining Excellence in the Age of Agentic AI."" GPTZero later reported that only five of 45 citations accurately matched their sources, while others contained flawed details. The pattern reportedly suggested an unverified LLM research tool, but the system and extent of AI involvement remain unconfirmed.",https://incidentdatabase.ai/cite/1563
S001,naive,qwen38max,1,,False,high,"The incident involves a warehouse robot causing physical injury to workers, indicating a safety-related AI system that would be treated as high-risk under the EU AI Act.",naive_qwen38max_run1_dev.json,dev,employment,dev,2018,Warehouse robot ruptures can of bear spray and injures workers,no,no,none,not_applicable,not_applicable,no,minimal,2,no,"The warehouse robot is treated as inferential machinery, but ordinary industrial robots are normally self-certifying and no self-evolving AI safety function is described.",Twenty-four Amazon workers in New Jersey were hospitalized after a robot punctured a can of bear repellent spray in a warehouse.,https://incidentdatabase.ai/cite/2
S024,naive,qwen38max,1,,False,not_ai_system,The incident describes Canvas activity logs and an internal review process rather than an identifiable AI system within the meaning of the EU AI Act.,naive_qwen38max_run1_dev.json,dev,education,dev,2021,Dartmouth's Geisel School of Medicine Reportedly Used Canvas Activity Logs to Accuse Students of Cheating,no,no,none,not_applicable,not_applicable,no,not_ai_system,2,no,"The record identifies Canvas activity logs and a human internal analysis, but no system that inferred an output; the students' intent was inferred by people.","Dartmouth's Geisel School of Medicine reportedly used Canvas learning-management activity logs and an internal analysis process to investigate remote-exam cheating during the 2020–2021 academic year. Seventeen medical students were charged after the school inferred that they accessed course materials during exams, but students and outside technical reviewers said automated Canvas activity may have been misread as intentional misconduct. Dartmouth later dropped the charges.",https://incidentdatabase.ai/cite/302
S069,naive,qwen38max,1,,False,transparency,"The incident involves generative AI tools creating synthetic news content and likely deepfake-related media, which under the EU AI Act primarily triggers transparency and disclosure obligations for AI-generated or manipulated content.",naive_qwen38max_run1_dev.json,dev,migration,dev,2024,American Asylum Seeker John Mark Dougan in Russia Reportedly Spreads Disinformation via AI Tools and Fake News Network,yes,no,none,not_applicable,not_applicable,yes,prohibited,3,no,"The operator configured generative tools to build a large deceptive fake-news network intended to manipulate public opinion, with likely significant democratic harm.","John Mark Dougan, a former Florida sheriff's deputy granted asylum in Russia, has been implicated in spreading disinformation. Utilizing AI tools like OpenAI's ChatGPT and DALL-E 3, Dougan created over 160 fake news sites, disseminating false narratives to millions worldwide. His actions align with Russian disinformation strategies targeting Western democracies. See also Incident 734.",https://incidentdatabase.ai/cite/701
S093,naive,qwen38max,1,,False,transparency,"The incident involves AI-generated synthetic influencer avatars, which primarily engages EU AI Act transparency obligations for AI-generated or synthetic content rather than a high-risk or prohibited category on these facts.",naive_qwen38max_run1_dev.json,dev,control_pool,dev,2025,AI-Generated OB-GYN Health Influencers on TikTok Used Fake Medical Credentials to Promote Dubious Advice,yes,no,none,not_applicable,not_applicable,yes,prohibited,3,no,"The synthetic influencers were configured with fake medical credentials to deceive viewers into relying on dubious health advice, with likely significant harm.","AI-generated avatars posing as OB-GYNs on TikTok, part of the so-called, crudely termed ""Coochie Doctor"" trend, have been falsely claiming years of experience while promoting dubious health advice. Many, including an avatar named ""Violet,"" were created using the Captions app, which generates scripted AI influencers.",https://incidentdatabase.ai/cite/976
S117,naive,qwen38max,1,,False,transparency,"The incident involves a generative AI tool producing news text, which is not prohibited or high-risk but falls under the EU AI Act’s transparency obligations for AI-generated content.",naive_qwen38max_run1_dev.json,dev,control_pool,dev,2025,NTB Report on Telenor Security Findings Was Withdrawn After AI Tool Allegedly Introduced Fabricated Quotes,no,no,none,not_applicable,not_applicable,yes,transparency,3,no,Fabricated quotes are an ordinary generative failure rather than evidence that the system was configured to manipulate; the output is synthetic text.,"NTB allegedly published a news story about Telenor's annual security report that contained purportedly AI-generated errors, including five reportedly fabricated quotes and a nonexistent ""security director."" The article was reportedly created with an external AI tool and was withdrawn the same morning. Telenor alerted NTB to the inaccuracies, and NTB apologized, citing improper AI use and initiating internal review of its newsroom practices.",https://incidentdatabase.ai/cite/1265
S144,naive,qwen38max,1,,False,high,"The incident describes AI-powered software allegedly used by a hospital employer in a way that displaced utilization-review nurses and affected their work, bringing it within the EU AI Act's high-risk employment and workers-management category.",naive_qwen38max_run1_dev.json,dev,employment,dev,2026,Purportedly AI-Powered Software Allegedly Used to Replace Montefiore Hospital Utilization-Review Nurses Despite Contractual AI Safeguards,no,no,none,not_applicable,not_applicable,no,minimal,2,no,"The record describes nonclinical paperwork automation, not a medical device or an AI system deciding recruitment, termination, task allocation, or worker monitoring.",Montefiore Hospital in New York reportedly laid off 12 utilization-review nurses after changing the department's workflow and introducing AI-powered software. The nurses' union alleged that the technology replaced their work and violated contractual protections governing AI. Montefiore disputed that account and described the changes as part of a nonclinical paperwork program.,https://incidentdatabase.ai/cite/1593
S006,naive,qwen38max,1,,False,high,The automated system used by a public authority to assess welfare-related debts affects access to essential public benefits and therefore falls within a high-risk AI use case.,naive_qwen38max_run1_heldout.json,heldout,essential_services,heldout,2015,Australian Automated Debt Assessment System Issued False Notices to Thousands,no,no,essential_services,does_not_apply,yes,no,high,3,yes,,"Australian Department of Human Services (DHS)’s automated debt assessment system issued false or incorrect debt notices to hundreds of thousands of people, resulting in years-long lawsuits and damages to welfare recipients.",https://incidentdatabase.ai/cite/57
S010,naive,qwen38max,1,,False,prohibited,Facial recognition designed to infer race from biometric data is a prohibited biometric categorisation practice under the EU AI Act.,naive_qwen38max_run1_heldout.json,heldout,biometrics,heldout,2018,"Chinese Tech Firms Allegedly Developed Facial Recognition to Identify People by Race, Targeting Uyghur Muslims",yes,no,biometrics,not_applicable,not_applicable,yes,prohibited,3,yes,Race is in the exhaustive Article 5(1)(g) list; the system categorises people from facial biometrics.,"Various Chinese firms were revealed by patent applications to have developed facial recognition capable of detecting people by race, which critics feared would enable persecution and discrimination of Uyghur Muslims.",https://incidentdatabase.ai/cite/107
S011,naive,qwen38max,1,,False,prohibited,"The incident describes a facial-recognition service that searches matching facial images across the internet, which aligns with the EU AI Act prohibition on untargeted collection/use of internet facial images for facial recognition databases.",naive_qwen38max_run1_heldout.json,heldout,biometrics,heldout,2017,PimEyes's Facial Recognition AI Allegedly Lacked Safeguards to Prevent Itself from Being Abused,no,no,biometrics,does_not_apply,no,no,high,3,yes,"The record shows facial search, but not the untargeted scraping needed to establish Article 5(1)(e).","PimEyes offered its subscription-based AI service to anyone in the public to search for matching facial images across the internet, which critics said lacked public oversight and government rules to prevent itself from misuse such as stalking women.",https://incidentdatabase.ai/cite/109
S014,naive,qwen38max,1,,False,not_ai_system,"The record describes ad blocking using simple keyword lists falsely marketed as AI, which does not appear to be an AI system within the meaning of the EU AI Act.",naive_qwen38max_run1_heldout.json,heldout,control_pool,heldout,2020,"Brand Safety Tech Firms Falsely Claimed Use of AI, Blocking Ads Using Simple Keyword Lists",no,no,none,not_applicable,not_applicable,no,not_ai_system,3,yes,"The record describes simple keyword lists, a deterministic process with no inferential element.","Brand safety tech firms falsely claimed use of AI, blocking ads using simple keyword lists.",https://incidentdatabase.ai/cite/136
S020,naive,qwen38max,1,,False,minimal,The incident involves AI-enabled detection cameras for wildlife conservation that do not fall within a prohibited or high-risk EU AI Act category and are not clearly subject to special transparency obligations.,naive_qwen38max_run1_heldout.json,heldout,control_pool,heldout,2020,Poachers Evaded AI Cameras and Killed Four Rhinos,no,no,none,not_applicable,not_applicable,no,minimal,2,yes,"Anti-poaching detection by a wildlife authority is commonly treated as law-enforcement use, but Annex III 6 is a closed list (victim risk, polygraphs, evidence reliability, reoffending risk, investigative profiling).",AI cameras installed by Ezemvelo KZN Wildlife failed to detect poachers when four dehorned rhino carcasses were found.,https://incidentdatabase.ai/cite/219
S033,naive,qwen38max,1,,False,high,"Law-enforcement use of Clearview AI facial recognition to identify potential victims from biometric data is a remote biometric identification system used for law-enforcement purposes, which is high-risk under the EU AI Act.",naive_qwen38max_run1_heldout.json,heldout,biometrics,heldout,2020,Finnish Police Were Reportedly Reprimanded After National Bureau of Investigation Unit Allegedly Used Clearview AI to Identify Potential Abuse Victims,no,no,biometrics,does_not_apply,no,no,high,3,no,"The police use was retrospective identification of abuse victims, not real-time identification in public space; the record does not establish untargeted scraping by the incident deployer.",Finland's Deputy Data Protection Ombudsman reportedly reprimanded the National Police Board after a National Bureau of Investigation child sexual exploitation unit allegedly used Clearview AI in late 2019 or early 2020 to identify potential child sexual abuse victims. Four NBI users reportedly made about 120 searches during a free trial without controller approval or prior assessment of how uploaded biometric data would be handled.,https://incidentdatabase.ai/cite/412
S058,naive,qwen38max,1,,False,high,"The incident involves an industrial robot whose failure to distinguish a worker from objects created a serious physical safety risk, fitting a high-risk machinery/safety-component context under the EU AI Act.",naive_qwen38max_run1_heldout.json,heldout,employment,heldout,2023,Stacking robot fatally crushes employee in South Korea,no,no,none,not_applicable,not_applicable,no,minimal,3,no,A general industrial stacking robot is normally self-certifying; the record does not show a self-evolving AI safety function requiring third-party assessment.,An industrial robot is reported to have crushed a man to death in South Korea when it failed to differentiate the man from the boxes of produce it was handling.,https://incidentdatabase.ai/cite/599
S066,naive,qwen38max,1,,False,transparency,"The incident involves an AI-generated deepfake video, which under the EU AI Act is primarily subject to transparency and disclosure obligations rather than being prohibited or high-risk.",naive_qwen38max_run1_heldout.json,heldout,justice_democracy,heldout,2024,Deepfake Generated by the Lincoln Project of Trump's Father Used in Political Attack Ad,no,no,justice_democracy,does_not_apply,no,yes,high,3,no,"The same political actor developed and deployed the synthetic media to influence voters, so the election-use rule is satisfied.","The Lincoln Project used AI to create a deepfake video of Donald Trump's deceased father criticizing him. Although they made it clear that the video was a deepfake, the deeply personal nature of the attack represents a corrosive use of artificial intelligence in undermining democratic norms during an election cycle.",https://incidentdatabase.ai/cite/664
S072,naive,qwen38max,1,,False,insufficient_information,The record mentions generic AI use by cartels but does not identify a specific AI system or its function under the EU AI Act.,naive_qwen38max_run1_heldout.json,heldout,control_pool,heldout,2024,Cartels Reportedly Using AI to Expand Operations into Financial Fraud and Human Trafficking,unclear,unclear,unclear,unclear,unclear,unclear,insufficient_information,1,no,"The row refers generally to cartels using AI but does not identify a concrete system, inferential function, or deployment context.","The Jalisco New Generation Cartel is reportedly using AI to expand its financial fraud and human trafficking operations, coercing individuals into illegal activities under the guise of legitimate jobs. INTERPOL warns that this integration of AI into criminal enterprises is a growing trend among cartels across Europe, Asia, and Africa as well.",https://incidentdatabase.ai/cite/725
S088,naive,qwen38max,1,,False,prohibited,"The AI-generated deepfake personas were used to deceive and manipulate victims into fraudulent investments, fitting the EU AI Act prohibition on manipulative or deceptive AI practices causing significant harm.",naive_qwen38max_run1_heldout.json,heldout,law_enforcement,heldout,2025,"Hong Kong Authorities Seize HK$34M in Alleged Deepfake Scam Targeting Victims in Taiwan, Singapore, and Malaysia",no,no,none,not_applicable,not_applicable,yes,transparency,2,no,The synthetic identities and media were deployed to deceive victims into severe romance and investment losses.,"Hong Kong police arrested 31 people linked to a deepfake scam syndicate that allegedly defrauded victims in Taiwan, Singapore, and Malaysia. The group used AI-generated images to impersonate wealthy women, training recruits to discuss luxury lifestyles, finance, and cryptocurrency to gain trust. Scammers reportedly persuaded victims to invest in fraudulent schemes, with police intercepting HK$34 million in illicit proceeds.",https://incidentdatabase.ai/cite/921
S106,naive,qwen38max,1,,False,minimal,"The incident involves adversarial hidden prompts targeting general-purpose LLM tools used in peer review, which are not prohibited or high-risk under the EU AI Act and do not clearly trigger specific transparency obligations.",naive_qwen38max_run1_heldout.json,heldout,education,heldout,2025,Preprints Reportedly from Researchers from Multiple Universities Allegedly Contain Covert AI Prompts,yes,no,none,not_applicable,not_applicable,yes,prohibited,2,no,"Hidden prompts deliberately configured AI review tools to produce favourable assessments, a deceptive technique capable of materially distorting academic decisions.","Hidden prompts reportedly were discovered in at least 17 academic preprints on arXiv that purportedly instructed AI tools to deliver only positive peer reviews. The lead authors are reportedly affiliated with 14 institutions in eight countries, including Waseda University, KAIST, Peking University, and the University of Washington. The alleged concealed instructions, some of which were reportedly embedded using white text or tiny fonts, were purportedly intended to influence any reviewers who rely on AI tools.",https://incidentdatabase.ai/cite/1135
S110,naive,qwen38max,1,,False,high,A healthcare AI model generating diagnostic or clinically relevant content poses risks to patient care and aligns with high-risk health/medical-device uses under the EU AI Act.,naive_qwen38max_run1_heldout.json,heldout,control_pool,heldout,2024,Google Healthcare AI Model Med‑Gemini Allegedly Produces Non‑Existent 'Basilar Ganglia' Term in Published Output,no,unclear,none,not_applicable,not_applicable,yes,transparency,2,no,The record does not establish whether Med-Gemini was put into service as medical-device software; the invented term is synthetic text and an ordinary model error.,"Google’s Med‑Gemini healthcare AI reportedly produced the non‑existent term ""basilar ganglia"" in public launch materials, conflating two distinct brain structures. The error reportedly appeared in both a blog post and an arXiv preprint. Google is reported to have initially edited the blog without acknowledgment, later calling it a typo.",https://incidentdatabase.ai/cite/1164
