sample_id,split,condition,model,run,risk_tier,steps,rationale,pilot
S038,heldout,naive,qwen3827b,1,minimal,,"The phone facial-recognition unlock is an AI-based biometric authentication system not identified as a prohibited or Annex III high-risk use, and the described misuse does not itself impose only transparency obligations.",False
S039,heldout,naive,qwen3827b,1,high,,"The incident describes a government facial recognition and tracking system used for immigration screening, which would fall within the EU AI Act's high-risk category for immigration and border-control AI systems.",False
S041,heldout,naive,qwen3827b,1,minimal,,"Meta’s automated hate-speech/content moderation on a private social-media platform is not a prohibited practice, not an Annex III high-risk use, and not subject to the Act’s transparency obligations, so it falls into minimal risk.",False
S046,heldout,naive,qwen3827b,1,high,,"The insurer's algorithmic prediction of rapid recovery was used to stop treatment payments, making it an AI system materially influencing access to health-insurance-covered medical care, which is high-risk under the EU AI Act.",False
S047,heldout,naive,qwen3827b,1,high,,"The incident involves a law-enforcement facial recognition search for a suspect, which is a biometric identification system in a high-risk law-enforcement context under the EU AI Act.",False
S050,heldout,naive,qwen3827b,1,high,,Tesla FSD is an AI-based driving assistance system that can be treated as a high-risk safety component in a road vehicle under the EU AI Act.,False
S051,heldout,naive,qwen3827b,1,high,,"The algorithm ranks households to determine eligibility for public social welfare assistance, which is an Annex III high-risk use case under the EU AI Act.",False
S052,heldout,naive,qwen3827b,1,high,,"Tesla Autopilot is an AI system that functions as a safety component in the management and operation of a road vehicle, making it high-risk under the EU AI Act.",False
S054,heldout,naive,qwen3827b,1,minimal,,"The job-ad targeting algorithm is not among the EU AI Act's prohibited or Annex III high-risk categories, and the description does not show a transparency-only obligation, so it falls under minimal risk.",False
S055,heldout,naive,qwen3827b,1,minimal,,"The consumer photo image-labeling feature is an AI system but is not described as performing biometric categorization of natural persons or another prohibited/high-risk use, so it falls under minimal risk.",False
S057,heldout,naive,qwen3827b,1,transparency,,"The AI photo filter generates or manipulates an image of a person, so it is primarily subject to EU AI Act transparency obligations for artificially generated or manipulated image content rather than prohibited or high-risk use.",False
S058,heldout,naive,qwen3827b,1,high,,The incident describes an industrial robot whose failure to distinguish a human from boxes makes it a high-risk AI system under the Act’s machinery safety-category.,False
S060,heldout,naive,qwen3827b,1,high,,The use of facial recognition to identify shoppers as likely shoplifters is a remote biometric identification system that falls under the EU AI Act’s high-risk biometric category.,False
S062,heldout,naive,qwen3827b,1,high,,"The incident involves an autonomous vehicle’s safety-critical decision-making software, which falls within the EU AI Act’s high-risk category for safety components in road vehicles.",False
S063,heldout,naive,qwen3827b,1,transparency,,"The AI-generated nonconsensual deepfake pornography is synthetic/deepfake content subject to EU AI Act transparency and marking obligations, not a listed prohibited or Annex III high-risk practice.",False
S064,heldout,naive,qwen3827b,1,transparency,,Generating fake nude images of people with AI is a deepfake use that falls under the EU AI Act’s transparency obligations for AI-generated synthetic content rather than a prohibited or high-risk category.,False
S066,heldout,naive,qwen3827b,1,transparency,,"The AI-generated deepfake is primarily subject to the EU AI Act's transparency obligations for synthetic deepfake content, and the record does not establish a prohibited or high-risk use.",False
S067,heldout,naive,qwen3827b,1,transparency,,"The incident involves an AI-generated synthetic voice/deepfake of an identifiable real person used in a political ad, which is subject to EU AI Act transparency and disclosure obligations for synthetic and deepfake content.",False
S070,heldout,naive,qwen3827b,1,high,,"Tesla Autopilot is an AI-based safety component for managing/operating a road vehicle, which falls within the EU AI Act’s high-risk product-safety category.",False
S071,heldout,naive,qwen3827b,1,high,,"Tesla Autopilot is an AI driver-assist system that functions as a safety-critical component in motor vehicles, placing it in the high-risk category for vehicle safety and operation.",False
S072,heldout,naive,qwen3827b,1,prohibited,,"The reported AI use to deceptively coerce vulnerable individuals into trafficking and financial fraud constitutes a manipulative or deceptive practice causing significant harm, which is prohibited under the EU AI Act.",False
S073,heldout,naive,qwen3827b,1,high,,"The system is used by a public authority to evaluate eligibility for housing benefit (an essential public service), placing it squarely in Annex III category 5a of the EU AI Act as a high-risk system.",False
S075,heldout,naive,qwen3827b,1,transparency,,"The Grok chatbot is a generative AI system intended to interact with users and produce synthetic text, bringing it within the EU AI Act’s transparency obligations rather than prohibited or high-risk categories.",False
S077,heldout,naive,qwen3827b,1,transparency,,"The described AI nudification tools generate synthetic image content, placing them under the EU AI Act’s transparency and disclosure obligations for generative AI rather than in the prohibited or high-risk categories.",False
S078,heldout,naive,qwen3827b,1,transparency,,The AI system generating synthetic video/audio of corporate executives is a deepfake generator subject to Article 50 transparency obligations requiring marking of artificially generated output.,False
S080,heldout,naive,qwen3827b,1,transparency,,"The AI-generated presenters and simulated interview with a real deceased person create synthetic audio/media content resembling an existing person, triggering the EU AI Act’s transparency obligations to disclose or mark such AI-generated outputs.",False
S082,heldout,naive,qwen3827b,1,high,,"The AI system is used by a public authority to identify underserved residents for an essential utility bill discount, placing it within high-risk systems for evaluating eligibility for public assistance benefits or services.",False
S085,heldout,naive,qwen3827b,1,transparency,,The AI-generated deepfake video is subject to EU AI Act transparency obligations requiring disclosure or machine-readable marking of synthetic content.,False
S086,heldout,naive,qwen3827b,1,transparency,,"The incident describes an alleged AI-generated/deepfake-impersonation phishing email, which most closely falls under EU AI Act transparency obligations for AI-generated or manipulated content impersonating an official context rather than a listed prohibited or high-risk AI use case.",False
S087,heldout,naive,qwen3827b,1,transparency,,"The incident describes an AI-generated deepfake of a natural person, which under the EU AI Act primarily triggers transparency obligations to disclose or mark the content as artificially generated or manipulated.",False
S088,heldout,naive,qwen3827b,1,prohibited,,The use of AI-generated personas to deceive and manipulate victims into financial harm constitutes a prohibited manipulative AI practice under the EU AI Act.,False
S090,heldout,naive,qwen3827b,1,high,,"The Full Self-Driving mode is an AI system functioning as a safety component in the operation of a road vehicle, which is a high-risk category under the EU AI Act.",False
S091,heldout,naive,qwen3827b,1,prohibited,,AI-driven romance scams targeting vulnerable seniors with deceptive or manipulative AI techniques causing significant financial harm are prohibited practices under the EU AI Act.,False
S092,heldout,naive,qwen3827b,1,high,,"The incident describes generative AI chatbots being used to amplify large-scale disinformation that threatens democratic integrity and national security, fitting the EU AI Act’s high-risk concerns around influence on democratic processes and significant public harm.",False
S094,heldout,naive,qwen3827b,1,transparency,,"The AI-powered news platform generates AI-created text intended to inform the public, which is subject to EU AI Act transparency and disclosure obligations rather than high-risk or prohibited treatment.",False
S095,heldout,naive,qwen3827b,1,transparency,,"The incident describes AI-generated deepfakes and synthetic documents used in fraud, which under the EU AI Act primarily trigger transparency obligations to disclose that content is artificially generated rather than making the AI practice prohibited in itself.",False
S096,heldout,naive,qwen3827b,1,transparency,,"The incident involves AI-generated and AI-manipulated deepfake audiovisual content of a real person, which triggers EU AI Act transparency disclosure obligations for deepfakes rather than a prohibited or high-risk classification.",False
S097,heldout,naive,qwen3827b,1,transparency,,"The incident describes an AI support chatbot that directly interacts with users and is not a prohibited or high-risk AI system, so it falls under transparency obligations.",False
S098,heldout,naive,qwen3827b,1,transparency,,"The purported AI-generated video is synthetic audiovisual deepfake content of natural persons, which under the EU AI Act triggers transparency/disclosure obligations rather than high-risk or prohibited classifications.",False
S099,heldout,naive,qwen3827b,1,transparency,,"Claude is a generative AI text model whose synthetic outputs trigger EU AI Act transparency obligations, but the incident does not establish a prohibited or high-risk intended purpose.",False
S101,heldout,naive,qwen3827b,1,transparency,,The AI-generated deepfake image of a natural person is subject to the EU AI Act's transparency obligation requiring output marking as artificially generated rather than constituting a prohibited or high-risk use.,False
S102,heldout,naive,qwen3827b,1,transparency,,The described deepfake video generated using a person's likeness primarily triggers the EU AI Act's transparency and marking obligations for deepfake content.,False
S103,heldout,naive,qwen3827b,1,transparency,,"The incident describes AI-generated deepfake videos used in a phishing scheme, which under the EU AI Act triggers transparency obligations for deepfake generation rather than placing the practice in the prohibited or high-risk tiers based on the record.",False
S104,heldout,naive,qwen3827b,1,transparency,,"The incident involves an AI-generated deepfake video, which is subject to specific transparency and disclosure obligations under Article 50 of the EU AI Act.",False
S105,heldout,naive,qwen3827b,1,transparency,,"The incident involves a generative AI system that produces synthetic deepfake video content, which is subject to transparency and disclosure obligations under the EU AI Act.",False
S106,heldout,naive,qwen3827b,1,transparency,,"The described large-language-model peer-review tool is not a prohibited or Annex III high-risk system, but as a generative AI text system it falls under the Act’s transparency obligations.",False
S107,heldout,naive,qwen3827b,1,transparency,,"The use of ChatGPT as a consumer-facing AI chatbot is subject mainly to transparency obligations under the EU AI Act, rather than high-risk or prohibited treatment.",False
S108,heldout,naive,qwen3827b,1,transparency,,"The incident involves AI-generated synthetic media/deepfake video, which under the EU AI Act is subject to transparency obligations to disclose artificial generation rather than being automatically prohibited or high-risk.",False
S110,heldout,naive,qwen3827b,1,high,,"Med-Gemini is a healthcare AI model capable of generating diagnostic content, placing it within the high-risk medical AI category under the EU AI Act.",False
S113,heldout,naive,qwen3827b,1,high,,"The record describes an LLM-powered cyberattack targeting Ukrainian government and national cybersecurity systems, placing it in the high-risk category due to its use against critical infrastructure and public-sector systems.",False
S114,heldout,naive,qwen3827b,1,prohibited,,"The AI-generated deepfake ads use deceptive impersonation of public figures to mislead users into fraudulent rebate schemes, a manipulative or deceptive technique likely causing significant harm, which is prohibited under the EU AI Act.",False
S115,heldout,naive,qwen3827b,1,transparency,,"The incident involves an AI system that generates deepfake videos to mislead investors, which falls under transparency obligations for generative visual content under the EU AI Act.",False
S118,heldout,naive,qwen3827b,1,prohibited,,"The AI-generated phishing campaign impersonates government welfare services and targets vulnerable recipients in a manner reasonably likely to cause significant harm, fitting the EU AI Act's prohibited deceptive/manipulative AI practice.",False
S119,heldout,naive,qwen3827b,1,transparency,,"The incident involves general-purpose chatbots providing conversational financial guidance, which are primarily subject to transparency obligations rather than the Act's specific high-risk categories.",False
S120,heldout,naive,qwen3827b,1,transparency,,"The incident describes a generative text model used to draft a law-enforcement narrative, which falls under transparency duties for AI-generated text rather than a prohibited or enumerated high-risk law-enforcement use case.",False
S121,heldout,naive,qwen3827b,1,transparency,,"The incident describes a purported deepfake video/audio impersonation of Elon Musk, which falls within the EU AI Act's transparency obligations for systems generating or manipulating synthetic audio, video, or image content.",False
S122,heldout,naive,qwen3827b,1,prohibited,,The alleged use of an AI-generated deepfake investment video to deceive victims and cause significant financial and emotional harm fits the EU AI Act’s ban on purposefully manipulative or deceptive AI techniques that materially distort behavior and cause significant harm.,False
S124,heldout,naive,qwen3827b,1,transparency,,"The incident describes an AI-generated deepfake video/voice used to impersonate a person, which is subject to the EU AI Act’s transparency duties for synthetic media and deepfakes rather than being clearly a prohibited high-risk use.",False
S125,heldout,naive,qwen3827b,1,transparency,,"The incident involves deepfake and voice-cloning generative AI used to produce synthetic audiovisual content impersonating identifiable individuals, which triggers EU AI Act transparency and marking/disclosure obligations rather than a prohibited or high-risk category.",False
S126,heldout,naive,qwen3827b,1,transparency,,"ChatGPT is an identifiable text-generating AI system that is not described as a prohibited or high-risk practice, so it falls under transparency obligations for synthetic text output.",False
S127,heldout,naive,qwen3827b,1,prohibited,,"The described machine-learning targeting system allegedly exploits vulnerable gamblers, including people showing signs of gambling disorder, causing significant financial and public-health harms, which falls under the EU AI Act’s prohibition on AI systems that exploit vulnerabilities to materially distort behavior and cause significant harm.",False
S128,heldout,naive,qwen3827b,1,transparency,,The AI-generated deepfake video of a politician is subject to transparency obligations requiring the output to be clearly marked as synthetic media.,False
S129,heldout,naive,qwen3827b,1,transparency,,"The incident involves AI-generated synthetic audio used as a deepfake, which is subject to disclosure obligations under the EU AI Act rather than to high-risk or prohibited-system treatment.",False
S131,heldout,naive,qwen3827b,1,transparency,,The described generative AI/deepfake content triggers the Act’s transparency and marking obligations rather than a clearly prohibited or high-risk classification on the record.,False
S133,heldout,naive,qwen3827b,1,transparency,,Gemini and Grok are general-purpose generative AI assistants whose false image-provenance text output is not a prohibited or high-risk practice but falls within AI systems generating synthetic text subject to transparency obligations.,False
S134,heldout,naive,qwen3827b,1,transparency,,"AI-generated deepfake election-related videos are synthetic video content subject to EU AI Act transparency/disclosure obligations, but the record does not establish a prohibited or Annex III high-risk use.",False
S135,heldout,naive,qwen3827b,1,transparency,,"The incident describes a deepfake altered synthetic audio/video of a public figure, which is subject to EU AI Act transparency and disclosure obligations for deepfakes without falling under Annex I or Annex III high-risk categories.",False
S136,heldout,naive,qwen3827b,1,transparency,,"The record describes an AI-generated synthetic political image/deepfake, which is primarily subject to the EU AI Act’s transparency and labelling obligations.",False
S138,heldout,naive,qwen3827b,1,high,,"An unoccupied automated driving system in a robotaxi is a safety-critical AI system for road traffic and vehicles, placing it in the high-risk category under the EU AI Act.",False
S139,heldout,naive,qwen3827b,1,transparency,,"The incident involves a large language model generating text for a public policy document, triggering EU AI Act transparency obligations for AI-generated synthetic text rather than a prohibited or high-risk use.",False
S140,heldout,naive,qwen3827b,1,insufficient_information,,The record reports alleged hallucinated citations and possible LLM involvement but does not confirm an identifiable AI system or its specific role.,False
S141,heldout,naive,qwen3827b,1,transparency,,"A ChatGPT large language model used to generate social media comments and media qualifies as a generative AI system producing synthetic content, subject only to Article 50 transparency/marking obligations, with no indication of a prohibited technique or Annex III high-risk use case.",False
S142,heldout,naive,qwen3827b,1,high,,"The unoccupied Waymo robotaxi’s automated driving system is a safety-related component of a road vehicle, making it a high-risk AI system under the EU AI Act.",False
S143,heldout,naive,qwen3827b,1,prohibited,,"The AI response generator allegedly used manipulative and deceptive steering and undisclosed additions in public-consultation submissions, materially distorting participant choices in a way likely to cause significant democratic and public-health harm.",False
S145,heldout,naive,qwen3827b,1,transparency,,"The incident describes a generative image AI system whose output was published to the public without the required AI disclosure, placing it within the EU AI Act's transparency obligations rather than prohibited or high-risk categories.",False
S146,heldout,naive,qwen3827b,1,high,,"The incident involves an autonomous driving system acting as a safety-critical component of a passenger road vehicle, which is treated as a high-risk AI system under the EU AI Act.",False
S148,heldout,naive,qwen3827b,1,transparency,,This synthetic image generation system used to create fabricated portraits falls under the transparency obligations for AI systems generating synthetic media under Article 50 of the EU AI Act.,False
S149,heldout,naive,qwen3827b,1,transparency,,"The described AI-generated deepfake sexual posters are synthetic image content subject to the Act's transparency marking obligations, with no explicit prohibited high-risk category described.",False
S150,heldout,naive,qwen3827b,1,transparency,,"The incident concerns Anthropic’s Claude chatbot/LLM system, which is an AI system interacting with users and therefore subject at minimum to EU AI Act transparency obligations rather than prohibited or high-risk categories.",False
S001,dev,naive,qwen38max,1,high,,"The incident involves a warehouse robot causing physical injury to workers, indicating a safety-related AI system that would be treated as high-risk under the EU AI Act.",False
S002,dev,naive,qwen38max,1,transparency,,"Amazon Alexa is an AI voice assistant that interacts directly with people, placing it in the EU AI Act limited-risk category subject to transparency obligations.",False
S003,dev,naive,qwen38max,1,transparency,,"The incident involves an AI-generated deepfake video, which is subject to transparency and disclosure obligations under the EU AI Act rather than being prohibited or high-risk.",False
S004,dev,naive,qwen38max,1,transparency,,"The incident involves a generative AI model producing image captions, which is not prohibited or high-risk but may trigger transparency obligations for AI-generated content.",False
S012,dev,naive,qwen38max,1,high,,"The algorithm determines eligibility and allocation of public healthcare assistance hours, making it a high-risk AI system for access to essential public services under the EU AI Act.",False
S017,dev,naive,qwen38max,1,high,,"It is a public-sector biometric identification system affecting legal recognition and access to services, placing it in a high-risk category under the EU AI Act.",False
S019,dev,naive,qwen38max,1,high,,"The opaque payment-setting algorithm is used for workers' management and decisions affecting drivers' terms of work, making it high-risk under the EU AI Act employment categories.",False
S024,dev,naive,qwen38max,1,not_ai_system,,The incident describes Canvas activity logs and an internal review process rather than an identifiable AI system within the meaning of the EU AI Act.,False
S032,dev,naive,qwen38max,1,high,,"Facial recognition used by a public-security authority is a remote biometric identification system in a law-enforcement context, which is high-risk under the EU AI Act absent clear facts placing it within a prohibited practice.",False
S036,dev,naive,qwen38max,1,high,,AI-enabled remote exam proctoring in education is high-risk under the EU AI Act because it monitors students and processes biometric data in connection with educational assessment.,False
S040,dev,naive,qwen38max,1,minimal,,The incident involves a consumer device feature that appears to perform automated activity/accident classification but does not fall within an EU AI Act prohibited or high-risk category and is not subject to specific transparency obligations.,False
S042,dev,naive,qwen38max,1,high,,"Tesla's Full Self-Driving component is an AI-based safety-relevant system for road traffic whose reported behavior increased crash risk, fitting the EU AI Act's high-risk category.",False
S043,dev,naive,qwen38max,1,high,,"The incident involves facial-recognition biometric identification used in asylum-application processing by a public authority, which falls within the EU AI Act's high-risk biometric and migration-related uses.",False
S044,dev,naive,qwen38max,1,transparency,,"The incident involves LLM-generated synthetic text submissions, which are subject to transparency and content-marking obligations rather than prohibited or high-risk requirements.",False
S045,dev,naive,qwen38max,1,prohibited,,"Using AI-generated earthquake imagery to deceive social-media users into sending money is a purposefully manipulative or deceptive AI practice likely to cause significant financial harm, fitting the EU AI Act's prohibited practices.",False
S048,dev,naive,qwen38max,1,transparency,,"The incident involves a deepfake synthetic audio performance mimicking artists’ voices, which falls under transparency obligations for AI-generated or deepfake content rather than a prohibited or high-risk use.",False
S049,dev,naive,qwen38max,1,high,,"The automated translation tool was used by an immigration authority in assessing asylum claims, bringing it within the EU AI Act’s high-risk migration and asylum category.",False
S053,dev,naive,qwen38max,1,transparency,,"The incident describes allegedly AI-generated synthetic text books, which would trigger EU AI Act transparency obligations for generated content rather than prohibited or high-risk treatment.",False
S056,dev,naive,qwen38max,1,transparency,,"The incident involves generative AI text output from ChatGPT, which is not prohibited or high-risk but may trigger EU AI Act transparency obligations for synthetic content.",False
S059,dev,naive,qwen38max,1,high,,"The incident describes a government AI/automated flagging system used to target benefit claimants for fraud review and suspensions, which falls under high-risk AI for administering or determining eligibility for public assistance benefits.",False
S061,dev,naive,qwen38max,1,high,,"A facial-recognition/biometric identification system used to identify a suspected individual, with consequences leading to arrest, would be treated as high-risk under the EU AI Act.",False
S065,dev,naive,qwen38max,1,transparency,,"The incident involves an AI-generated deepfake of a real person, which under the EU AI Act primarily triggers transparency obligations such as disclosure and marking of synthetic content rather than prohibition or high-risk classification.",False
S068,dev,naive,qwen38max,1,transparency,,"The incident involves AI-generated synthetic political imagery, which under the EU AI Act is primarily subject to deepfake and synthetic-content transparency obligations rather than prohibition or high-risk classification.",False
S069,dev,naive,qwen38max,1,transparency,,"The incident involves generative AI tools creating synthetic news content and likely deepfake-related media, which under the EU AI Act primarily triggers transparency and disclosure obligations for AI-generated or manipulated content.",False
S074,dev,naive,qwen38max,1,transparency,,"The incident involves an AI-generated deepfake, which under the EU AI Act is primarily subject to transparency obligations requiring disclosure of synthetic or manipulated content.",False
S076,dev,naive,qwen38max,1,transparency,,"The incident involves AI-generated deepfake synthetic imagery, which under the EU AI Act is primarily subject to transparency obligations for synthetic content rather than being a prohibited or high-risk AI use on the record provided.",False
S079,dev,naive,qwen38max,1,transparency,,The incident involves AI-generated synthetic media whose lack of disclosure and marking implicates EU AI Act transparency obligations rather than a prohibited or high-risk AI use.,False
S081,dev,naive,qwen38max,1,high,,"The AI-enabled traffic enforcement camera used by police to detect a driving violation and impose a fine is a law-enforcement-related AI system with significant legal effects, fitting the EU AI Act high-risk category.",False
S083,dev,naive,qwen38max,1,prohibited,,"Using deepfake media to deceptively manipulate a victim into sending money is a purposefully manipulative or deceptive AI practice causing significant financial harm, which is prohibited under the EU AI Act.",False
S084,dev,naive,qwen38max,1,transparency,,"The incident involves AI-generated deepfake videos impersonating real people, which under the EU AI Act primarily triggers transparency and disclosure obligations rather than constituting a prohibited or high-risk AI use.",False
S089,dev,naive,qwen38max,1,transparency,,"The incident involves purported AI-generated or manipulated audio in a deepfake-style video, which under the EU AI Act primarily triggers transparency obligations for synthetic or manipulated content rather than constitishing a high-risk or prohibited AI use.",False
S093,dev,naive,qwen38max,1,transparency,,"The incident involves AI-generated synthetic influencer avatars, which primarily engages EU AI Act transparency obligations for AI-generated or synthetic content rather than a high-risk or prohibited category on these facts.",False
S100,dev,naive,qwen38max,1,minimal,,"The incident involves AI-assisted aerial imagery analysis for homeowner insurance risk assessment and nonrenewal warnings, which is not a prohibited practice, does not fall within the Act’s listed high-risk categories such as credit scoring or life and health insurance pricing, and does not trigger the specific transparency obligations.",False
S109,dev,naive,qwen38max,1,transparency,,"The incident identifies AI-powered face-swap/deepfake technology, which is primarily subject to EU AI Act transparency obligations for synthetic or manipulated content rather than being a prohibited or high-risk AI system as described.",False
S111,dev,naive,qwen38max,1,transparency,,"The incident involves general-purpose LLM chat platforms, which are AI systems primarily subject to transparency obligations rather than high-risk or prohibited requirements.",False
S112,dev,naive,qwen38max,1,minimal,,"The record involves general-purpose AI coding agents being abused in a malicious software supply-chain attack, but does not describe a prohibited or high-risk AI use case under the EU AI Act.",False
S116,dev,naive,qwen38max,1,prohibited,,"The purported deepfake videos impersonating doctors to deceive consumers and steal payment details constitute purposefully manipulative or deceptive AI use likely to materially distort behaviour and cause significant financial harm, which is prohibited under the EU AI Act.",False
S117,dev,naive,qwen38max,1,transparency,,"The incident involves a generative AI tool producing news text, which is not prohibited or high-risk but falls under the EU AI Act’s transparency obligations for AI-generated content.",False
S123,dev,naive,qwen38max,1,prohibited,,"The incident describes law-enforcement use of facial recognition in a public setting to identify a person in real time, which constitutes remote biometric identification subject to the EU AI Act’s prohibition on real-time remote biometric identification for law-enforcement purposes absent narrow exceptions.",False
S130,dev,naive,qwen38max,1,minimal,,"The incident describes a general-purpose coding agent causing accidental operational damage without indicating a prohibited use, high-risk function, or specific transparency obligation under the EU AI Act.",False
S132,dev,naive,qwen38max,1,transparency,,"ChatGPT is a general-purpose conversational AI system not prohibited or high-risk in this context, but its direct interaction with users and generative output trigger transparency obligations under the EU AI Act.",False
S137,dev,naive,qwen38max,1,prohibited,,"The alleged AI-generated deepfake was used in a deceptive cryptocurrency scam that materially distorted an elderly victim’s decision and caused significant financial harm, fitting the EU AI Act’s prohibited manipulative or deceptive AI practices.",False
S144,dev,naive,qwen38max,1,high,,"The incident describes AI-powered software allegedly used by a hospital employer in a way that displaced utilization-review nurses and affected their work, bringing it within the EU AI Act's high-risk employment and workers-management category.",False
S147,dev,naive,qwen38max,1,transparency,,"The incident involves an AI-generated synthetic image, which under the EU AI Act is primarily subject to transparency obligations for synthetic media rather than prohibited or high-risk classification.",False
S005,heldout,naive,qwen38max,1,high,,"The automated passport photo checker used by a public authority to reject a travel-document application processes facial/biometric data in an eligibility-related public service context, fitting high-risk categories under the EU AI Act.",False
S006,heldout,naive,qwen38max,1,high,,The automated system used by a public authority to assess welfare-related debts affects access to essential public benefits and therefore falls within a high-risk AI use case.,False
S007,heldout,naive,qwen38max,1,high,,"The passport photo checker is a biometric/identity-document verification AI system used by a public authority for passport applications, fitting a high-risk use under the EU AI Act.",False
S008,heldout,naive,qwen38max,1,high,,"Tesla Autopilot is an AI-based safety component of a motor vehicle, so its misidentification of traffic-relevant signals raises high-risk vehicle safety concerns under the EU AI Act.",False
S009,heldout,naive,qwen38max,1,high,,"Tesla Autopilot is an AI-based driving assistance system used as a safety-relevant component in a motor vehicle, which aligns with high-risk AI systems affecting road safety under the EU AI Act.",False
S010,heldout,naive,qwen38max,1,prohibited,,Facial recognition designed to infer race from biometric data is a prohibited biometric categorisation practice under the EU AI Act.,False
S011,heldout,naive,qwen38max,1,prohibited,,"The incident describes a facial-recognition service that searches matching facial images across the internet, which aligns with the EU AI Act prohibition on untargeted collection/use of internet facial images for facial recognition databases.",False
S013,heldout,naive,qwen38max,1,minimal,,"ShotSpotter is an AI-based gunshot detection and location system used by police, but its described function does not fall within prohibited practices, listed high-risk law-enforcement uses, or transparency-only categories under the EU AI Act.",False
S014,heldout,naive,qwen38max,1,not_ai_system,,"The record describes ad blocking using simple keyword lists falsely marketed as AI, which does not appear to be an AI system within the meaning of the EU AI Act.",False
S015,heldout,naive,qwen38max,1,minimal,,"The record describes AI-powered web accessibility tools whose alleged misconduct is false compliance marketing rather than a prohibited, high-risk, or specifically transparency-triggering use under the EU AI Act.",False
S016,heldout,naive,qwen38max,1,high,,"The autonomous taxi is an AI system performing safety-critical driving functions in road traffic, placing it in a high-risk category under the EU AI Act.",False
S018,heldout,naive,qwen38max,1,transparency,,"The incident involves an AI-generated deepfake video, which is subject to transparency disclosure obligations for synthetic or manipulated content under the EU AI Act.",False
S020,heldout,naive,qwen38max,1,minimal,,The incident involves AI-enabled detection cameras for wildlife conservation that do not fall within a prohibited or high-risk EU AI Act category and are not clearly subject to special transparency obligations.,False
S021,heldout,naive,qwen38max,1,high,,"ATLAS is an algorithmic decision-making system used by a public authority to vet immigration requests, placing it within high-risk migration and immigration decision-making contexts under the EU AI Act.",False
S022,heldout,naive,qwen38max,1,high,,"A law-enforcement facial recognition system used to identify a suspect is a biometric identification application that would fall within the EU AI Act's high-risk law-enforcement category, and the record does not indicate it was a prohibited real-time remote biometric identification practice.",False
S023,heldout,naive,qwen38max,1,high,,"The app uses facial recognition to identify individuals, making it a biometric identification AI system within the EU AI Act’s high-risk biometrics category, and the record does not indicate a prohibited use.",False
S025,heldout,naive,qwen38max,1,prohibited,,"The incident describes police use of facial recognition in a public space for law enforcement, which falls under the EU AI Act’s prohibited category of real-time remote biometric identification in publicly accessible spaces absent a stated exception.",False
S026,heldout,naive,qwen38max,1,minimal,,The incident describes a product-recommendation algorithm that does not fall within a prohibited or high-risk EU AI Act category and is not subject to the Act’s specific transparency obligations.,False
S027,heldout,naive,qwen38max,1,high,,"The algorithm was used by a public authority to assess visa application risk, placing it within the EU AI Act’s high-risk migration/visa decision-making context.",False
S028,heldout,naive,qwen38max,1,high,,"The algorithm is used by immigration authorities to screen marriages and flag cases for investigation, affecting migration-related decisions and individual rights, which places it in a high-risk immigration context under the EU AI Act.",False
S029,heldout,naive,qwen38max,1,minimal,,"The hotel service robots perform ordinary customer-service tasks and do not fall into prohibited or high-risk categories, so any AI component would be minimal risk.",False
S030,heldout,naive,qwen38max,1,high,,"Tesla Autopilot is an AI-based vehicle assistance system used in road traffic whose failure can create serious safety risks, aligning it with high-risk AI use under the EU AI Act.",False
S031,heldout,naive,qwen38max,1,high,,"Facial recognition used to estimate shoppers’ age and gender is a biometric categorisation system, which is high-risk under the EU AI Act.",False
S033,heldout,naive,qwen38max,1,high,,"Law-enforcement use of Clearview AI facial recognition to identify potential victims from biometric data is a remote biometric identification system used for law-enforcement purposes, which is high-risk under the EU AI Act.",False
S034,heldout,naive,qwen38max,1,high,,"The algorithm selectively places targeted job advertisements, which falls within the EU AI Act's high-risk category for AI systems used in recruitment or employment selection.",False
S035,heldout,naive,qwen38max,1,transparency,,"Lensa AI's Magic Avatars are a generative AI system producing synthetic images, which mainly triggers EU AI Act transparency obligations for machine-readable marking of artificially generated content.",False
S037,heldout,naive,qwen38max,1,high,,"The automatic navigation assisted driving system is a safety-critical AI system used in road transport, making it high-risk under the EU AI Act.",False
S038,heldout,naive,qwen38max,1,minimal,,"Phone facial recognition is an AI-based biometric authentication feature that does not fall under prohibited practices, high-risk categories, or specific transparency obligations under the EU AI Act.",False
S039,heldout,naive,qwen38max,1,high,,The facial recognition system used for immigration screening and biometric identification of travelers is a high-risk AI system for migration and border control under the EU AI Act.,False
S041,heldout,naive,qwen38max,1,minimal,,Automated content moderation of hate speech on a social media platform is not a prohibited or high-risk AI use under the EU AI Act and does not trigger the Act’s specific transparency obligations.,False
S046,heldout,naive,qwen38max,1,high,,"The algorithmic prediction was used to determine coverage or payment for medical treatment, affecting access to essential healthcare or insurance services and therefore falls within a high-risk category.",False
S047,heldout,naive,qwen38max,1,high,,"The incident involves a law-enforcement facial recognition system used for biometric identification, which is high-risk under the EU AI Act.",False
S050,heldout,naive,qwen38max,1,high,,"Tesla FSD is an AI-based driver-assistance system performing safety-critical perception in a motor vehicle, aligning with high-risk safety-component AI systems under the EU AI Act.",False
S051,heldout,naive,qwen38max,1,high,,"The algorithm ranks households by economic vulnerability to determine eligibility for public financial assistance, which falls under high-risk AI systems used to evaluate access to essential public assistance benefits and services.",False
